inproceedings:ID,author:string[],booktitle:string,crossref:string[],editor:string[],ee:string[],key:string,number:string,pages:string,title:string,volume:int,year:int,corresponding_author,doi,keywords
1097426,Andrew M. White 0001|Chad A. Mello|Rory A. Lewis,ICCS,conf/iccS/2012,,https://doi.org/10.1016/j.procs.2012.04.046,journals/procedia/LewisMW12,,432-438,Tracking Epileptogenesis Progressions with Layered Fuzzy K-means and K-medoid Clustering.,,2012,Andrew M. White 0001,https://doi.org/10.1016/j.procs.2012.04.046,layered|progressions|kmeans|kmedoid|clustering|epileptogenesis|fuzzy|tracking
1097427,J. F. Nystrom,ICCS,conf/iccS/2010,,https://doi.org/10.1016/j.procs.2010.04.010,journals/procedia/Nystrom10,1.0,77-86,Ontological musings on how nature computes.,,2010,J. F. Nystrom,https://doi.org/10.1016/j.procs.2010.04.010,computes|nature|ontological|musings
1097428,Igor Chikalov|Jewahir AbuBekr|Mikhail Moshkov|Shahid Hussain 0004,ICCS,conf/iccS/2011,,https://doi.org/10.1016/j.procs.2011.04.137,journals/procedia/AbuBekrCHM11,,1272-1277,Sequential Optimization of Paths in Directed Graphs Relative to Different Cost Functions.,,2011,Igor Chikalov,https://doi.org/10.1016/j.procs.2011.04.137,paths|optimization|different|relative|cost|functions|sequential|graphs|directed
1097429,Jean Utke|Laurent Hascoët|Michel Schanen|Uwe Naumann,ICCS,conf/iccS/2010,,https://doi.org/10.1016/j.procs.2010.04.204,journals/procedia/SchanenNHU10,1.0,1825-1833,Interpretative adjoints for numerical simulation codes using MPI.,,2010,Jean Utke,https://doi.org/10.1016/j.procs.2010.04.204,numerical|codes|interpretative|mpi|simulation|adjoints|using
1097430,Andrew Bodenhamer,CSER,conf/cser/2012,,https://doi.org/10.1016/j.procs.2012.01.053,journals/procedia/Bodenhamer12,,249-254,Adaptations in the US Army MANPRINT process to utilize HSI-inclusive system architectures.,,2012,Andrew Bodenhamer,https://doi.org/10.1016/j.procs.2012.01.053,architectures|adaptations|army|us|process|utilize|hsiinclusive|manprint|system
1097431,Carla Ramiro|Marcos Barreto 0001|Murilo Boratto|Pedro Alonso 0002,ICCS,conf/iccS/2012,,https://doi.org/10.1016/j.procs.2012.04.006,journals/procedia/BorattoARB12,,47-56,Heterogeneous Computational Model for Landform Attributes Representation on Multicore and Multi-GPU Systems.,,2012,Carla Ramiro,https://doi.org/10.1016/j.procs.2012.04.006,representation|model|computational|multigpu|attributes|landform|heterogeneous|systems|multicore
1097432,E. Jan W. ter Maten|H. J. Sihaloho|Stephanus J. L. van Eijndhoven|Theo G. J. Beelen,ICCS,conf/iccS/2010,,https://doi.org/10.1016/j.procs.2010.04.038,journals/procedia/BeelenMSE10,1.0,347-355,Behavioral modeling of the dominant dynamics in input-output transfer of linear(ized) circuits.,,2010,E. Jan W. ter Maten,https://doi.org/10.1016/j.procs.2010.04.038,inputoutput|transfer|dynamics|circuits|behavioral|dominant|linearized|modeling
1097433,António M. R. Sousa|Filipe Fernandes|Hugo Fernandes|Hugo Paredes|João Barroso 0001|Vítor Filipe,DSAI,conf/dsai/2012,,https://doi.org/10.1016/j.procs.2012.10.011,journals/procedia/FilipeFFSPB12,,94-101,Blind Navigation Support System based on Microsoft Kinect.,,2012,António M. R. Sousa,https://doi.org/10.1016/j.procs.2012.10.011,kinect|based|support|big data|microsoft|navigation|blind|system
1097434,Aline da Silva Alves|Denis S. da Silva|Simone Bacellar Leal Ferreira|Viviane Santos de Oliveira,DSAI,conf/dsai/2012,,https://doi.org/10.1016/j.procs.2012.10.027,journals/procedia/AlvesFOS12,,234-244,Evaluation of Potential Communication Breakdowns in the Interaction of the Deaf in Corporate Information Systems on the Web.,,2012,Aline da Silva Alves,https://doi.org/10.1016/j.procs.2012.10.027,breakdowns|corporate|deaf|information|communication|potential|evaluation|web|interaction|systems
1097435,A. Marcela Printista|Emilio Luque|Pablo Cristian Tissera,ICCS,conf/iccS/2012,,https://doi.org/10.1016/j.procs.2012.04.028|https://www.wikidata.org/entity/Q57693666,journals/procedia/TisseraPL12,,266-275,A Hybrid Simulation Model to Test Behaviour Designs in an Emergency Evacuation.,,2012,A. Marcela Printista,https://doi.org/10.1016/j.procs.2012.04.028|https://www.wikidata.org/entity/Q57693666,designs|model|hybrid|emergency|behaviour|test|simulation|evacuation
1097436,Devrim Seral|Mary Agoyi,WCIT,conf/wcit/2010,,https://doi.org/10.1016/j.procs.2011.01.008,journals/procedia/AgoyiS11,,1310-1314,The use of SMS encrypted message to secure automatic teller machine.,,2011,Devrim Seral,https://doi.org/10.1016/j.procs.2011.01.008,message|automatic|secure|teller|sms|use|machine|encrypted
1097437,Wenhan Jiang|Xiaofei Zhou|Yong Shi 0001,ICCS,conf/iccS/2010,,https://doi.org/10.1016/j.procs.2010.04.276,journals/procedia/ZhouJS10,1.0,2449-2455,Credit risk evaluation by using nearest subspace method.,,2010,Wenhan Jiang,https://doi.org/10.1016/j.procs.2010.04.276,method|evaluation|credit|subspace|nearest|risk|using
1097438,Allan Hanbury|Giuseppe Santucci|Henning Müller|Nicola Ferro 0001,ICCS,conf/iccS/2011,,https://doi.org/10.1016/j.procs.2011.04.078|https://www.wikidata.org/entity/Q62651737,journals/procedia/FerroHMS11,,740-749,Harnessing the Scientific Data Produced by the Experimental Evaluation Search Engines and Information Access Systems.,,2011,Allan Hanbury,https://doi.org/10.1016/j.procs.2011.04.078|https://www.wikidata.org/entity/Q62651737,search|harnessing|information|scientific|produced|evaluation|data|engines|access|systems|experimental
1097439,Kevin W. Hamlen|Micah Jones,ANT/MobiWIS,conf/ant/2011,,https://doi.org/10.1016/j.procs.2011.07.069,journals/procedia/JonesH11,,531-538,A Service-oriented Approach to Mobile Code Security.,,2011,Kevin W. Hamlen,https://doi.org/10.1016/j.procs.2011.07.069,data processing|mobile|security|approach|serviceoriented|code
1097440,Mihai Marin-Perianu|Paul J. M. Havinga|Raluca Marin-Perianu|Stephan Bosch,ANT/MobiWIS,conf/ant/2011,,https://doi.org/10.1016/j.procs.2011.07.043,journals/procedia/BoschMHM11,,328-335,Energy-Efficient Assessment of Physical Activity Level Using Duty-Cycled Accelerometer Data.,,2011,Mihai Marin-Perianu,https://doi.org/10.1016/j.procs.2011.07.043,activity|energyefficient|data storage|level|assessment|physical|data|accelerometer|using|dutycycled
1097441,Christoph Erath|Henry M. Tufo|Jose H. Garcia|Peter H. Lauritzen,ICCS,conf/iccS/2012,,https://doi.org/10.1016/j.procs.2012.04.106,journals/procedia/ErathLGT12,,994-1003,Integrating a scalable and effcient semi-Lagrangian multi-tracer transport scheme in HOMME.,,2012,Christoph Erath,https://doi.org/10.1016/j.procs.2012.04.106,multitracer|scheme|effcient|homme|semilagrangian|scalable|transport|integrating|data querying
1097442,Yasin Hamidi,WCIT,conf/wcit/2010,,https://doi.org/10.1016/j.procs.2010.12.037,journals/procedia/Hamidi11,,221-226,Rayeshgar; a calculator for prime numbers.,,2011,Yasin Hamidi,https://doi.org/10.1016/j.procs.2010.12.037,calculator|numbers|rayeshgar|data querying|prime
1097443,Ahmed Almajid|Hernan Riquelme|Khaled Mahdi|Maytham Safar|Sadegh Torabi,ANT/MobiWIS,conf/ant/2012,,https://doi.org/10.1016/j.procs.2012.06.037,journals/procedia/MahdiASRT12,,272-281,Social Network Analysis of Kuwait Publicly-Held Corporations.,,2012,Ahmed Almajid,https://doi.org/10.1016/j.procs.2012.06.037,publiclyheld|network|analysis|kuwait|social|corporations
1097444,Alexander Wöhrer|Ibrahim Elsayed|Peter Brezany|Thomas Feilhauer|Thomas Ludescher,ICCS,conf/iccS/2012,,https://doi.org/10.1016/j.procs.2012.04.017,journals/procedia/ElsayedLWFB12,,156-165,Data Life Cycle Management and Analytics Code Execution Strategies for the Breath Gas Analysis Domain.,,2012,Alexander Wöhrer,https://doi.org/10.1016/j.procs.2012.04.017,code|life|analytics|execution|gas|cycle|analysis|domain|data|big data|breath|management|strategies
1097445,Aditya Akundi|Eric Smith|Francisco Zapata,Complex Adaptive Systems,conf/complexsystems/2012,,https://doi.org/10.1016/j.procs.2012.09.032,journals/procedia/AkundiZS12,,75-80,UML Profile and Extensions for Complex Approval Systems with Complementary Levels of Abstraction.,,2012,Aditya Akundi,https://doi.org/10.1016/j.procs.2012.09.032,abstraction|extensions|complementary|indexing|profile|complex|uml|levels|approval|systems
1097446,Asawin Meechai|Malinee Suksangpanomrung|Saowalak Kalapanulak|Supatcharee Netrphan|Treenut Saithong|Wanatsanan Siriwat,CSBio,conf/csbio/2012,,https://doi.org/10.1016/j.procs.2012.09.011,journals/procedia/SiriwatKSNMS12,,96-106,Transcriptomic Data Integration Inferring the Dominance of Starch Biosynthesis in Carbon Utilization of Developing Cassava Roots.,,2012,Asawin Meechai,https://doi.org/10.1016/j.procs.2012.09.011,integration|transcriptomic|dominance|cassava|roots|inferring|starch|utilization|data|biosynthesis|developing|carbon
1097447,Eduardo S. Barrenechea|Paulo S. C. Alencar,ANT/MobiWIS,conf/ant/2011,,https://doi.org/10.1016/j.procs.2011.07.077,journals/procedia/BarrenecheaA11,,593-600,An Adaptive Context-Aware and Event-Based Framework Design Model.,,2011,Eduardo S. Barrenechea,https://doi.org/10.1016/j.procs.2011.07.077,model|design|contextaware|eventbased|data modeling|framework|adaptive
1097448,A. Campo|Yann-Aël Le Borgne,ICCS,conf/iccS/2011,,https://doi.org/10.1016/j.procs.2011.04.082,journals/procedia/BorgneC11,,778-780,Open Review in computer science Elsevier grand challenge on executable papers.,,2011,A. Campo,https://doi.org/10.1016/j.procs.2011.04.082,review|papers|elsevier|science|executable|open|grand|challenge|computer
1097449,Anna Paszynska|Arkadiusz Szymczak|David Pardo|Maciej Paszynski,ICCS,conf/iccS/2012,,https://doi.org/10.1016/j.procs.2012.04.158,journals/procedia/PaszynskaPSP12,,1434-1443,Petri Nets for Detecting a 3D Deadlock Problem in Hp-adaptive Finite Element Simulations.,,2012,Anna Paszynska,https://doi.org/10.1016/j.procs.2012.04.158,data processing|simulations|element|3d|petri|hpadaptive|problem|deadlock|finite|detecting|nets
1097450,Josef Küng|Mario Buchmayr|Werner Kurschl,ANT/MobiWIS,conf/ant/2011,,https://doi.org/10.1016/j.procs.2011.07.014,journals/procedia/BuchmayrKK11,,90-97,A Simulator for Generating and Visualizing Sensor Data for Ambient Intelligence Environments.,,2011,Josef Küng,https://doi.org/10.1016/j.procs.2011.07.014,visualizing|sensor|generating|data|intelligence|ambient|environments|simulator
1097451,Jesus Boticario|Olga C. Santos,RecSysTEL@RecSys,conf/recsys/2010recsystel,,https://doi.org/10.1016/j.procs.2010.08.004|https://www.wikidata.org/entity/Q62045177,journals/procedia/SantosB10,2.0,2793-2800,Modeling recommendations for the educational domain.,,2010,Jesus Boticario,https://doi.org/10.1016/j.procs.2010.08.004|https://www.wikidata.org/entity/Q62045177,domain|educational|modeling|recommendations
1097452,William D. Schindel,Complex Adaptive Systems,conf/complexsystems/2011,,https://doi.org/10.1016/j.procs.2011.08.019,journals/procedia/Schindel11,,94-99,Innovation as emergence: Hybrid agent enablers for evolutionary competence.,,2011,William D. Schindel,https://doi.org/10.1016/j.procs.2011.08.019,data processing|competence|enablers|hybrid|emergence|evolutionary|innovation|agent
1097453,Pier Giuseppe Rossi|Simone Carletti,WCIT,conf/wcit/2010,,https://doi.org/10.1016/j.procs.2010.12.135,journals/procedia/RossiC11,,820-826,MAPIT: a pedagogical-relational ITS.,,2011,Pier Giuseppe Rossi,https://doi.org/10.1016/j.procs.2010.12.135,mapit|pedagogicalrelational|data storage
1097454,A. Muruganandham|R. S. D. Wahida Banu,Biometrics Technology,conf/biotec/2010,,https://doi.org/10.1016/j.procs.2010.11.044,journals/procedia/MuruganandhamB10,,338-344,Adaptive fractal image compression using PSO.,,2010,A. Muruganandham,https://doi.org/10.1016/j.procs.2010.11.044,compression|fractal|image|adaptive|pso|using
1097455,Ben Palmer|Ian Welch|Kris Bubendorfer,ICCS,conf/iccS/2010,,https://doi.org/10.1016/j.procs.2010.04.298,journals/procedia/PalmerBW10,1.0,2649-2658,A protocol for verification of an auction without revealing bid values.,,2010,Ben Palmer,https://doi.org/10.1016/j.procs.2010.04.298,verification|without|bid|auction|revealing|protocol|values
1097456,Evangelia Baralou|Georgios Vardaxoglou,VS-GAMES,conf/vsgames/2012,,https://doi.org/10.1016/j.procs.2012.10.063,journals/procedia/VardaxoglouB12,,111-121,Developing a Platform for Serious Gaming: Open Innovation through Closed Innovation.,,2012,Evangelia Baralou,https://doi.org/10.1016/j.procs.2012.10.063,developing|closed|gaming|platform|open|innovation|serious
1097457,Kuo-Chen Hung|Kuo-Ping Lin|Pei-Ti Wu|Ssu-Ping Lai|Ya-Ting Yu,ICCS,conf/iccS/2011,,https://doi.org/10.1016/j.procs.2011.04.143,journals/procedia/LinHLYW11,,1326-1335,Applying an approximate Tω (the weakest t-norm) fuzzy GERT to evaluate two-unit standby redundant system reliability.,,2011,Kuo-Chen Hung,https://doi.org/10.1016/j.procs.2011.04.143,tω|evaluate|weakest|gert|redundant|applying|tnorm|reliability|standby|fuzzy|approximate|twounit|system
1097458,Gang Dong|Jerome Yen|Kin Keung Lai,ICCS,conf/iccS/2010,,https://doi.org/10.1016/j.procs.2010.04.278,journals/procedia/DongLY10,1.0,2463-2468,Credit scorecard based on logistic regression with random coefficients.,,2010,Gang Dong,https://doi.org/10.1016/j.procs.2010.04.278,regression|logistic|scorecard|credit|random|based|coefficients
1097459,Donald E. Brown|Jon Fox,CSER,conf/cser/2012,,https://doi.org/10.1016/j.procs.2012.01.021,journals/procedia/FoxB12,,106-111,Using Temporal Indicator Functions with Generalized Linear Models for Spatial-Temporal Event Prediction.,,2012,Donald E. Brown,https://doi.org/10.1016/j.procs.2012.01.021,prediction|indicator|temporal|event|functions|generalized|linear|models|using|spatialtemporal
1097460,Blanca Morales|Christoph Veigl|Christoph Weiß|David Thaller|Franz Pühretmair|Gerhard Nussbaum|Roland Ossmann|Unai Díaz-Orueta,DSAI,conf/dsai/2012,,https://doi.org/10.1016/j.procs.2012.10.001,journals/procedia/OssmannTNPVWMD12,,1-9,"AsTeRICS, a Flexible Assistive Technology Construction Set.",,2012,Blanca Morales,https://doi.org/10.1016/j.procs.2012.10.001,technology|data management|asterics|assistive|set|construction|flexible
1097461,Philippe Roose|Quang Pham Hai|Sébastien Laborie,ANT/MobiWIS,conf/ant/2012,,https://doi.org/10.1016/j.procs.2012.06.171,journals/procedia/HaiLR12,,1188-1193,On-the-fly Multimedia Document Adaptation Architecture.,,2012,Philippe Roose,https://doi.org/10.1016/j.procs.2012.06.171,onthefly|architecture|multimedia|document|adaptation
1097462,Anthony Mezzacappa|Eric J. Lingerfelt|J. A. Osborne|O. E. Bronson Messer|Reuben D. Budiardja,ICCS,conf/iccS/2011,,https://doi.org/10.1016/j.procs.2011.04.227,journals/procedia/LingerfeltMOBM11,,2076-2085,"A Multitier System for the Verification, Visualization and Management of CHIMERA.",,2011,Anthony Mezzacappa,https://doi.org/10.1016/j.procs.2011.04.227,multitier|verification|chimera|data querying|management|system|visualization
1097463,Georgios N. Yannakakis|Kostas Karpouzis|Noor Shaker|Stylianos Asteriadis,VS-GAMES,conf/vsgames/2012,,https://doi.org/10.1016/j.procs.2012.10.065|https://www.wikidata.org/entity/Q59570601,journals/procedia/AsteriadisKSY12,,140-147,Towards Detecting Clusters of Players using Visual and Gameplay Behavioral Cues.,,2012,Georgios N. Yannakakis,https://doi.org/10.1016/j.procs.2012.10.065|https://www.wikidata.org/entity/Q59570601,cues|gameplay|detecting|players|behavioral|clusters|towards|using|visual
1097464,Li Zhang 0013|M. Alamgir Hossain,ANT/MobiWIS,conf/ant/2012,,https://doi.org/10.1016/j.procs.2012.06.039,journals/procedia/ZhangH12,,292-299,Semantic-inspired Contextual Affect Detection from Drama Improvisation.,,2012,Li Zhang 0013,https://doi.org/10.1016/j.procs.2012.06.039,data storage|semanticinspired|affect|contextual|improvisation|detection|drama
1097465,Soheil Salahshour|Tofigh Allahviranloo,WCIT,conf/wcit/2010,,https://doi.org/10.1016/j.procs.2011.01.038,journals/procedia/AllahviranlooS11,,1494-1498,Bounded and symmetric solutions of fully fuzzy linear systems in dual form.,,2011,Soheil Salahshour,https://doi.org/10.1016/j.procs.2011.01.038,solutions|bounded|fully|dual|data modeling|symmetric|form|fuzzy|linear|systems
1097466,G. Hemantha Kumar 0001|H. K. Chethan,Biometrics Technology,conf/biotec/2010,,https://doi.org/10.1016/j.procs.2010.11.043,journals/procedia/ChethanK10,,330-337,Image dewarping and text extraction from mobile captured distinct documents.,,2010,G. Hemantha Kumar 0001,https://doi.org/10.1016/j.procs.2010.11.043,mobile|text|image|dewarping|extraction|documents|distinct|captured|data querying
1097467,Leonard Petnga|Mark Austin,CSER,conf/cser/2013,,https://doi.org/10.1016/j.procs.2013.01.042,journals/procedia/PetngaA13,,403-412,Ontologies of Time and Time-based Reasoning for MBSE of Cyber-Physical Systems.,,2013,Leonard Petnga,https://doi.org/10.1016/j.procs.2013.01.042,timebased|cyberphysical|time|ontologies|big data|mbse|reasoning|systems
1097468,Changzhi Liang|Fei Wang|Jianping Li 0001|Xiaolei Sun|Xiaoqian Zhu,ICCS,conf/iccS/2012,,https://doi.org/10.1016/j.procs.2012.04.137,journals/procedia/ZhuWLLS12,,1256-1262,Quality Credit Evaluation based on TOPSIS: Evidence from Air-conditioning Market in China.,,2012,Changzhi Liang,https://doi.org/10.1016/j.procs.2012.04.137,evidence|evaluation|credit|china|based|topsis|airconditioning|market|quality
1097469,Farideh Hamidi|Mahnaz Fatemi Aqda|Mehrak Rahimi,WCIT,conf/wcit/2010,,https://doi.org/10.1016/j.procs.2010.12.045,journals/procedia/AqdaHR11,,266-270,The comparative effect of computer-aided instruction and traditional teaching on student's creativity in math classes.,,2011,Farideh Hamidi,https://doi.org/10.1016/j.procs.2010.12.045,comparative|computeraided|traditional|teaching|creativity|instruction|classes|math|students|effect
1097470,Lasse Natvig|Mujahed Eleyat,ICCS,conf/iccS/2010,,https://doi.org/10.1016/j.procs.2010.04.117,journals/procedia/EleyatN10,1.0,1055-1064,Implementation of a linear programming solver on the Cell BE processor.,,2010,Lasse Natvig,https://doi.org/10.1016/j.procs.2010.04.117,cell|processor|implementation|solver|linear|programming
1097471,Abdallah M'hamed|Anas El Husseini|Bachar El-Hassan|Mounir Mokhtari,ANT/MobiWIS,conf/ant/2011,,https://doi.org/10.1016/j.procs.2011.07.047,journals/procedia/HusseiniMHM11,,362-369,A Novel Trust-Based Authentication Scheme for Low-Resource Devices in Smart Environments.,,2011,Abdallah M'hamed,https://doi.org/10.1016/j.procs.2011.07.047,scheme|devices|environments|smart|novel|lowresource|trustbased|authentication
1097472,Ibrahim Zeid|Sagar V. Kamarthi|Sivarit Sultornsanee,Complex Adaptive Systems,conf/complexsystems/2011,,https://doi.org/10.1016/j.procs.2011.08.069,journals/procedia/SultornsaneeZK11,,375-380,Classification of Electromyogram Using Recurrence Quantification Analysis.,,2011,Ibrahim Zeid,https://doi.org/10.1016/j.procs.2011.08.069,quantification|classification|analysis|recurrence|electromyogram|using
1097473,Arthur S. Bland|Jason D. Fowlkes|Mark Berger|Miguel Fuentes-Cabrera|Philip D. Rack|Trung Dac Nguyen|W. Michael Brown,ICCS,conf/iccS/2012,,https://doi.org/10.1016/j.procs.2012.04.020|https://www.wikidata.org/entity/Q58480350,journals/procedia/BrownNFFRBB12,,186-195,An Evaluation of Molecular Dynamics Performance on the Hybrid Cray XK6 Supercomputer.,,2012,Arthur S. Bland,https://doi.org/10.1016/j.procs.2012.04.020|https://www.wikidata.org/entity/Q58480350,cray|hybrid|xk6|molecular|data storage|performance|supercomputer|dynamics|evaluation
1097474,Atul G. Kelkar|Brian L. Steward|Joseph Zambreno|Lakshmi Kiran Tondehal|Madhu Monga|Manoj Karkee|Song Sun,ICCS,conf/iccS/2012,,https://doi.org/10.1016/j.procs.2012.04.036,journals/procedia/MongaKSTSKZ12,,338-347,Real-time Simulation of Dynamic Vehicle Models using a High-performance Reconfigurable Platform.,,2012,Atul G. Kelkar,https://doi.org/10.1016/j.procs.2012.04.036,highperformance|vehicle|realtime|reconfigurable|platform|simulation|dynamic|models|using
1097475,Abderrahmen Guermazi|Mohamed Abid,ANT/MobiWIS,conf/ant/2011,,https://doi.org/10.1016/j.procs.2011.07.028,journals/procedia/GuermaziA11,,208-215,An Efficient Key Distribution Scheme to Secure Data-Centric Routing Protocols in Hierarchical Wireless Sensor Networks.,,2011,Abderrahmen Guermazi,https://doi.org/10.1016/j.procs.2011.07.028,protocols|distribution|scheme|networks|routing|secure|hierarchical|datacentric|sensor|key|data modeling|wireless|efficient
1097476,Allaoua Chaoui|Fayçal Bachtarzi|Sofiane Chemaa,ICCS,conf/iccS/2012,,https://doi.org/10.1016/j.procs.2012.04.050,journals/procedia/ChemaaBC12,,469-478,A High-level Petri Net Based Approach for Modeling and Composition of Web Services.,,2012,Allaoua Chaoui,https://doi.org/10.1016/j.procs.2012.04.050,petri|services|highlevel|approach|web|based|big data|composition|net|modeling
1097477,Takayuki Shiina,ICCS,conf/iccS/2010,,https://doi.org/10.1016/j.procs.2010.04.156,journals/procedia/Shiina10,1.0,1407-1416,Stochastic programming with binary second stage variables.,,2010,Takayuki Shiina,https://doi.org/10.1016/j.procs.2010.04.156,variables|binary|stage|second|programming|stochastic
1097478,Enric Tejedor|Josep Lluis Gelpí|Romina Royo|Rosa M. Badia,ICCS,conf/iccS/2010,,https://doi.org/10.1016/j.procs.2010.04.296,journals/procedia/TejedorBRG10,1.0,2629-2638,Enabling HMMER for the Grid with COMP Superscalar.,,2010,Enric Tejedor,https://doi.org/10.1016/j.procs.2010.04.296,superscalar|hmmer|grid|comp|enabling
1097479,Aliaksandr Pautsina|Dalibor Stys|Jan Urban|Jan Vanek|Petr Císar|Tomás Náhlík,FET,conf/fet/2011,,https://doi.org/10.1016/j.procs.2011.09.035,journals/procedia/NahlikUSCPV11,,212-213,The State Trajectory of Cell Using Rényi Entropy Coefficients.,,2011,Aliaksandr Pautsina,https://doi.org/10.1016/j.procs.2011.09.035,data processing|cell|state|trajectory|coefficients|entropy|using|rényi
1097480,Alden King|Scott B. Baden,ICCS,conf/iccS/2012,,https://doi.org/10.1016/j.procs.2012.04.211,journals/procedia/KingB12,,1930-1939,Reducing Library Overheads through Source-to-Source Translation.,,2012,Alden King,https://doi.org/10.1016/j.procs.2012.04.211,overheads|sourcetosource|translation|library|reducing|indexing
1097481,Margherita Russo|Mauro Mattioli|Ruchira Ghose,FET,conf/fet/2011,,https://doi.org/10.1016/j.procs.2012.01.094|https://www.wikidata.org/entity/Q112036218,journals/procedia/RussoGM11,,S8-S9,HOMM. ICT for Hands on Multi Media Laboratories in Museums.,,2011,Margherita Russo,https://doi.org/10.1016/j.procs.2012.01.094|https://www.wikidata.org/entity/Q112036218,laboratories|multi|ict|hands|homm|media|museums
1097482,Mohamed Hamada 0001|Sayota Sato,ICCS,conf/iccS/2011,,https://doi.org/10.1016/j.procs.2011.04.212,journals/procedia/HamadaS11,,1944-1952,A Game-based Learning System for Theory of Computation Using Lego NXT Robot.,,2011,Mohamed Hamada 0001,https://doi.org/10.1016/j.procs.2011.04.212,gamebased|computation|lego|nxt|robot|theory|learning|using|system
1097483,Debora Clever|J. Carsten Ziems|Jens Lang 0001|Stefan Ulbrich,ICCS,conf/iccS/2010,,https://doi.org/10.1016/j.procs.2010.04.159,journals/procedia/CleverLUZ10,1.0,1435-1443,Combination of an adaptive multilevel SQP method and a space-time adaptive PDAE solver for optimal control problems.,,2010,Debora Clever,https://doi.org/10.1016/j.procs.2010.04.159,method|combination|optimal|multilevel|problems|sqp|pdae|control|solver|adaptive|spacetime
1097484,Rick Siow Mong Goh|Shyh-Hao Kuo|Terence Hung|Thorsten Matthias Riechers,ICCS,conf/iccS/2010,,https://doi.org/10.1016/j.procs.2010.04.057,journals/procedia/RiechersKGH10,1.0,535-544,Component-based design for adaptive large-scale infectious disease simulation.,,2010,Rick Siow Mong Goh,https://doi.org/10.1016/j.procs.2010.04.057,componentbased|design|largescale|simulation|adaptive|infectious|disease
1097485,Patrick T. Hester|Thomas J. Meyers,CSER,conf/cser/2013,,https://doi.org/10.1016/j.procs.2013.01.058,journals/procedia/HesterM13,,552-561,The Enterprise AID Methodology: Application.,,2013,Patrick T. Hester,https://doi.org/10.1016/j.procs.2013.01.058,enterprise|methodology|application|aid
1097486,James Ralph|Shirley Moore,ICCS,conf/iccS/2011,,https://doi.org/10.1016/j.procs.2011.04.229,journals/procedia/MooreR11,,2096-2104,User-defined events for hardware performance monitoring.,,2011,James Ralph,https://doi.org/10.1016/j.procs.2011.04.229,userdefined|events|data storage|performance|monitoring|hardware
1097487,Gudula Rünger|Michael Schwind,ICCS,conf/iccS/2010,,https://doi.org/10.1016/j.procs.2010.04.009,journals/procedia/RungerS10,1.0,67-76,Fast recursive matrix multiplication for multi-core architectures.,,2010,Gudula Rünger,https://doi.org/10.1016/j.procs.2010.04.009,matrix|data storage|architectures|multiplication|fast|recursive|multicore
1097488,A. Schönbucher|F. Al-Qaessi|L. Abu-Farah,ICCS,conf/iccS/2010,,https://doi.org/10.1016/j.procs.2010.04.070,journals/procedia/Abu-FarahAS10,1.0,655-664,Cyclohexane/water dispersion behaviour in a stirred batch vessel experimentally and with CFD simulation.,,2010,A. Schönbucher,https://doi.org/10.1016/j.procs.2010.04.070,vessel|behaviour|dispersion|experimentally|simulation|cyclohexanewater|cfd|batch|stirred|data querying
1097489,Andi Sumargo|Arun K. Datta|Pradip P. Dey|Victoria Jackson,ANT/MobiWIS,conf/ant/2011,,https://doi.org/10.1016/j.procs.2011.07.085,journals/procedia/DattaSJD11,,653-660,mCHOIS: An Application of Mobile Technology for Childhood Obesity Surveillance.,,2011,Andi Sumargo,https://doi.org/10.1016/j.procs.2011.07.085,childhood|mobile|technology|surveillance|indexing|application|obesity|mchois
1097490,Junyan Qian|Lingzhong Zhao|Min Li,ICCS,conf/iccS/2012,,https://doi.org/10.1016/j.procs.2012.04.150,journals/procedia/QianLZ12,,1363-1370,Reachability Analysis of Concurrent Boolean Programs with Symbolic Counter Abstraction.,,2012,Junyan Qian,https://doi.org/10.1016/j.procs.2012.04.150,abstraction|reachability|analysis|counter|boolean|concurrent|data management|symbolic|programs
1097491,Anna T. Lawniczak|Shengkun Xie,ICCS,conf/iccS/2010,,https://doi.org/10.1016/j.procs.2010.04.266,journals/procedia/LawniczakX10,1.0,2363-2370,Number of packets in transit as a function of source load and routing.,,2010,Anna T. Lawniczak,https://doi.org/10.1016/j.procs.2010.04.266,function|packets|source|routing|transit|load|number
1097492,Sven Tobisch,ICCS,conf/iccS/2011,,https://doi.org/10.1016/j.procs.2011.04.129,journals/procedia/Tobisch11,,1203-1213,Tungsten imido-catalysed dimerisation of α-olefins: insight into the Lewis acid's function revealed from computational studies.,,2011,Sven Tobisch,https://doi.org/10.1016/j.procs.2011.04.129,dimerisation|function|αolefins|imidocatalysed|lewis|studies|computational|acids|tungsten|revealed|insight
1097493,Bernd Heidergott|Djamil Aïssani|Karim Abbas,ICCS,conf/iccS/2010,,https://doi.org/10.1016/j.procs.2010.04.174,journals/procedia/AbbasHA10,1.0,1553-1560,A Taylor series approach to the numerical analysis of the M/D/1/N queue.,,2010,Bernd Heidergott,https://doi.org/10.1016/j.procs.2010.04.174,numerical|md1n|series|taylor|analysis|queue|approach|big data
