key:string,reviewers
journals/entcs/CollinsonP06,M. Andrew Moshier
journals/entcs/BusattoH01,Oliver Köth
journals/entcs/BusattoH01,Gabriele Taentzer
journals/entcs/BusattoH01,Aliki Tsiolakis
journals/entcs/BentonL06,Robert Harper 0001
journals/entcs/BentonL06,Leif Kornstaedt
journals/entcs/BentonL06,Matthias Blume
journals/entcs/KentS03,Mark Minas
journals/entcs/KentS03,Milan Urbásek
journals/entcs/KentS03,Hans-Jörg Kreowski
journals/entcs/CansellGM07,Paul Curzon
journals/entcs/CansellGM07,Ann Blandford
journals/entcs/CansellGM07,Daniel Sinnig
journals/entcs/HarrisonZ05,Piotr Rygielski
journals/entcs/HarrisonZ05,Enrico Vicario
journals/entcs/HarrisonZ05,Pietro Piazzolla
journals/entcs/Chen08,Tarmo Uustalu
journals/entcs/Chen08,Peter W. O'Hearn
journals/entcs/Chen08,John V. E. Ridgway
journals/entcs/ChiaraHS05,Marie-Luce Viaud
journals/entcs/ChiaraHS05,Robin P. Clark
journals/entcs/ChiaraHS05,Nik Swoboda
journals/entcs/BozgaGM01,Scott D. Stoller
journals/entcs/BozgaGM01,Darko Marinov
journals/entcs/BozgaGM01,Sarfraz Khurshid
journals/entcs/DitmarschHMR06,Sylvie Thiébaux
journals/entcs/DitmarschHMR06,Paolo Ballarini
journals/entcs/DitmarschHMR06,Gihwon Kwon
journals/entcs/MasonT05,Eugen-Ioan Goriac
journals/entcs/MasonT05,Jonathan K. Millen
journals/entcs/MasonT05,David A. Basin
journals/entcs/Debowski01,Patrizia Paggio
journals/entcs/Debowski01,Carlos Martín-Vide
journals/entcs/Debowski01,Gerald Penn
journals/entcs/CapraDFI02,Alessandro Aldini
journals/entcs/CapraDFI02,Lars Jenner
journals/entcs/CapraDFI02,C. R. Ramakrishnan
journals/entcs/LambersEO06,Feng Shi
journals/entcs/LambersEO06,Daniel Balasubramanian
journals/entcs/LambersEO06,Agris Sostaks
journals/entcs/RensinkN08,Cheng Wu
journals/entcs/RensinkN08,Esther Guerra
journals/entcs/RensinkN08,Mark Minas
journals/entcs/Frederiksen02,Thi Viet Nga Nguyen
journals/entcs/Frederiksen02,Boris Boesler
journals/entcs/Frederiksen02,Michael Franz
journals/entcs/RobbyDHI03,Yu Yang
journals/entcs/RobbyDHI03,Alessandro Armando
journals/entcs/RobbyDHI03,Edmund M. Clarke
journals/entcs/BaresiP06,Karsten Hölscher
journals/entcs/BaresiP06,Hartmut Ehrig
journals/entcs/BaresiP06,Uwe Kastens
journals/entcs/BoitenDS08,Neil Grant
journals/entcs/BoitenDS08,Peter Höfner
journals/entcs/BoitenDS08,Larissa Meinicke
journals/entcs/Lechner96,Michihiro Matsumoto
journals/entcs/Lechner96,Olivier Fissore
journals/entcs/Lechner96,Andy Poggio
journals/entcs/McGinnis06,Renata Wassermann
journals/entcs/McGinnis06,Andre Scedrov
journals/entcs/McGinnis06,Ozan Kahramanogullari
journals/entcs/HensonK05,Diyaa-Addein Atiya
journals/entcs/HensonK05,Howard Chivers
journals/entcs/HensonK05,Helen Treharne
journals/entcs/HenrioK09,Gianluigi Zavattaro
journals/entcs/HenrioK09,Sascha Klüppelholz
journals/entcs/HenrioK09,Fabrice Barbier
journals/entcs/KarailaS05,James R. Cordy
journals/entcs/KarailaS05,Andreas Winter 0001
journals/entcs/KarailaS05,Arun Bahulkar
journals/entcs/MuslinerPG06,Hans P. van Ditmarsch
journals/entcs/MuslinerPG06,Inger Klein
journals/entcs/MuslinerPG06,Albert Nymeyer
journals/entcs/Coecke08,Aarthi Sundaram
journals/entcs/Coecke08,Matt Wilson
journals/entcs/Coecke08,Peter Selinger
journals/entcs/BotlerCS19,Dieter Rautenbach
journals/entcs/BotlerCS19,Alexandre A. Cezar
journals/entcs/BotlerCS19,Murilo V. G. da Silva
journals/entcs/BasirDF09,Mark Lawford
journals/entcs/BasirDF09,Bernhard Schätz
journals/entcs/BasirDF09,Constance L. Heitmeyer
journals/entcs/BartolettiCZ09,Elvira Albert
journals/entcs/BartolettiCZ09,Stefan Brunthaler
journals/entcs/BartolettiCZ09,Pieter Philippaerts
journals/entcs/MaciasP16,Claudia Zepeda
journals/entcs/MaciasP16,Mauricio Osorio 0001
journals/entcs/MaciasP16,José R. Arrazola Ramírez
journals/entcs/BouchenebB09,Thierry Cachat
journals/entcs/BouchenebB09,Yoram Hirshfeld
journals/entcs/BouchenebB09,Yves-Marie Quemener
journals/entcs/Larchey-Wendling10,Rasmus Ejlers Møgelberg
journals/entcs/Larchey-Wendling10,Noam Zeilberger
journals/entcs/Larchey-Wendling10,Ana Sokolova
journals/entcs/BarbutiMMT09,Angelo Troina
journals/entcs/BarbutiMMT09,Giorgio Bacci
journals/entcs/BarbutiMMT09,Tommy White
journals/entcs/RefsdalS08,Giuseppe Bianchi 0001
journals/entcs/RefsdalS08,Michele Miraglia
journals/entcs/RefsdalS08,Milan Petkovic
journals/entcs/MonniauxG12,Jan Midtgaard
journals/entcs/MonniauxG12,Jacob Lidman
journals/entcs/MonniauxG12,Vincenzo Arceri
journals/entcs/GeorgeFS07,Isidro Ramos
journals/entcs/GeorgeFS07,Kris De Schutter
journals/entcs/GeorgeFS07,Philippe Merle
journals/entcs/BenevidesS09,Alejandro Díaz-Caro
journals/entcs/BenevidesS09,Martin A. Musicante
journals/entcs/BenevidesS09,Nelma Moreira
journals/entcs/BrandM03,Horatiu Cirstea
journals/entcs/BrandM03,Kokichi Futatsugi
journals/entcs/BrandM03,Radoslaw Karwowski
journals/entcs/BrandIM04,Matej Crepinsek
journals/entcs/BrandIM04,Joni Helin
journals/entcs/BrandIM04,Markus Stoy
journals/entcs/RooverGD05,Guillaume Salagnac
journals/entcs/RooverGD05,Francesco Logozzo
journals/entcs/RooverGD05,Martin C. Rinard
journals/entcs/BraspenningMR06,Bernd Finkbeiner
journals/entcs/BraspenningMR06,Bernhard K. Aichernig
journals/entcs/BraspenningMR06,Sergiy Boroday
journals/entcs/Yao09,Qingguo Li
journals/entcs/Yao09,Haiyu Pan
journals/entcs/Yao09,Qi Li
journals/entcs/CopelloTSBF16,Amy P. Felty
journals/entcs/CopelloTSBF16,Mario R. F. Benevides
journals/entcs/CopelloTSBF16,Feryal Fulya Horozal
journals/entcs/GobboM01,Marta Simeoni
journals/entcs/GobboM01,Eugenio G. Omodeo
journals/entcs/GobboM01,Thorsten Hoffmann
journals/entcs/JinS05,Mark Ginzburg
journals/entcs/JinS05,Mohammad Awedh
journals/entcs/JinS05,Ofer Strichman
journals/entcs/CervesatoS05,Bjarne Holen
journals/entcs/CervesatoS05,Eelco Visser
journals/entcs/CervesatoS05,Seán Matthews
journals/entcs/ZobelPA05,K. Rustan M. Leino
journals/entcs/ZobelPA05,Erik Poll
journals/entcs/ZobelPA05,Jean-François Molderez
journals/entcs/DjouvasGL06,Jae Wook Lee
journals/entcs/DjouvasGL06,Igor B. Bourdonov
journals/entcs/DjouvasGL06,Franz Wotawa
journals/entcs/Palma11,Camilo Rocha
journals/entcs/Palma11,Luís Fariña
journals/entcs/Palma11,Feliu Trias
journals/entcs/BrogiCP04,Pablo de la Fuente
journals/entcs/BrogiCP04,Mikael Brannstrom
journals/entcs/BrogiCP04,José Luiz Fiadeiro
journals/entcs/Escardo00,Rozzano C. Locsin
journals/entcs/Escardo00,Vasco Brattka
journals/entcs/Escardo00,J. W. de Bakker
journals/entcs/BouajjaniST07,Thomas Gehrke
journals/entcs/BouajjaniST07,Scott A. Smolka
journals/entcs/BouajjaniST07,Brigitte Rozoy
journals/entcs/BaeM12,Pierre-Etienne Moreau
journals/entcs/BaeM12,Feng Chen 0006
journals/entcs/BaeM12,Grigore Rosu
journals/entcs/CorradiniGKK07,Pierre Lescanne
journals/entcs/CorradiniGKK07,Claude Kirchner
journals/entcs/CorradiniGKK07,Jorge Sousa Pinto
journals/entcs/Jung04,Prakash Panangaden
journals/entcs/Jung04,Martín Hötzel Escardó
journals/entcs/Jung04,François Laviolette
journals/entcs/LerdaST03,Shmuel Sagiv
journals/entcs/LerdaST03,Morgan Magnin
journals/entcs/LerdaST03,Dawson R. Engler
journals/entcs/Lucas02a,Matthias Saft
journals/entcs/Lucas02a,Claudio Ochoa
journals/entcs/Lucas02a,César Ferri
journals/entcs/BoylandS10,John M. Dennis
journals/entcs/BoylandS10,Anthony M. Sloane
journals/entcs/BoylandS10,Étienne Duris
journals/entcs/Stehr00,Peter Csaba Ölveczky
journals/entcs/Stehr00,Adrián Riesco 0001
journals/entcs/Stehr00,Antoine Reilles
journals/entcs/Keimel06,Alan P. Sexton
journals/entcs/Keimel06,Mauro Piccolo
journals/entcs/Keimel06,Thomas Seiller
journals/entcs/Lamarche96,Dirk van Dalen
journals/entcs/Lamarche96,Joshua S. Hodas
journals/entcs/Lamarche96,Kohei Honda 0001
journals/entcs/MysoreM06,Anders Møller
journals/entcs/MysoreM06,Monica Nesi
journals/entcs/MysoreM06,Wang Yi 0001
journals/entcs/ImaiMIM01,Do Long Van
journals/entcs/ImaiMIM01,Edgar Garduño
journals/entcs/ImaiMIM01,Reneta P. Barneva
journals/entcs/Gollmann00,Birgit Pfitzmann
journals/entcs/Gollmann00,Jacques Cazin
journals/entcs/Gollmann00,Guy Zanon
journals/entcs/Stefanescu14,Vlad Rusu
journals/entcs/Stefanescu14,Chucky Ellison
journals/entcs/Stefanescu14,Grigore Rosu
journals/entcs/MollerLAH99,Ranan Fraer
journals/entcs/MollerLAH99,Orna Grumberg
journals/entcs/MollerLAH99,Yunshan Zhu
journals/entcs/WaddingtonY05,Adam Megacz
journals/entcs/WaddingtonY05,Eelco Visser
journals/entcs/WaddingtonY05,Jeroen Scheerder
journals/entcs/BaresiMP02,Adrian Vasiliu
journals/entcs/BaresiMP02,Arend Rensink
journals/entcs/BaresiMP02,Tom Mens
journals/entcs/HasuoCKJ13,Klaus Keimel
journals/entcs/HasuoCKJ13,Fabio Zanasi
journals/entcs/HasuoCKJ13,Marc Lasson
journals/entcs/BourdonovKK06,Mika Maunumaa
journals/entcs/BourdonovKK06,Yuri Gurevich
journals/entcs/BourdonovKK06,Jeff Offutt
journals/entcs/BarbosaB07a,Carolyn L. Talcott
journals/entcs/BarbosaB07a,Ivana Cerna
journals/entcs/BarbosaB07a,Michele Loreti
journals/entcs/BragaCS09,Olaf Owe
journals/entcs/BragaCS09,David Chemouil
journals/entcs/BragaCS09,Gordon J. Pace
journals/entcs/WeideG19,Benjamin C. Pierce
journals/entcs/WeideG19,Tobias Fritz
journals/entcs/WeideG19,Pavel Hrubes
journals/entcs/RoubtsovaK03,Paolo Bottoni
journals/entcs/RoubtsovaK03,Sabine Kuske
journals/entcs/RoubtsovaK03,John Taylor 0001
journals/entcs/DuranOS09,Nadia Busi
journals/entcs/DuranOS09,Christel Baier
journals/entcs/DuranOS09,José Luiz Fiadeiro
journals/entcs/Fan01,Janet Anders
journals/entcs/Fan01,Ales Pultr
journals/entcs/Fan01,Adam Wright
journals/entcs/LawrenceBS12,Stephen Brookes
journals/entcs/LawrenceBS12,Guilhem Moulin
journals/entcs/LawrenceBS12,Herman Geuvers
journals/entcs/Spreen08,Alberto Marcone
journals/entcs/Spreen08,Iraj Kalantari
journals/entcs/Spreen08,Mariko Yasugi
journals/entcs/Koslowski02,Lindsay Errington
journals/entcs/Koslowski02,Paulo Mateus
journals/entcs/Koslowski02,John Power
journals/entcs/Guelev05,Ken Mano
journals/entcs/Guelev05,Jan Friso Groote
journals/entcs/Guelev05,Howard Bowman
journals/entcs/Selinger08,Brad Lackey
journals/entcs/Selinger08,Antônio Carlos da Rocha Costa
journals/entcs/Selinger08,Daniel Cicala
journals/entcs/MolanoDS19,Antonio F. Skarmeta
journals/entcs/MolanoDS19,Christos Triantafyllis
journals/entcs/MolanoDS19,Gerasimos Arvanitis
journals/entcs/StehrMO01,Marc Lohmann
journals/entcs/StehrMO01,Hartmut Ehrig
journals/entcs/StehrMO01,Claudia Ermel
journals/entcs/RouxZ08,Thomas Steinke 0002
journals/entcs/RouxZ08,Gabriel Ciobanu
journals/entcs/RouxZ08,Norbert Th. Müller
journals/entcs/Viroli04,António Ravara
journals/entcs/Viroli04,Meriem Ouederni
journals/entcs/Viroli04,Emanuela Merelli
journals/entcs/AbdelGawad14,Jinbo Yang
journals/entcs/AbdelGawad14,Shuhua Su
journals/entcs/AbdelGawad14,Zhiwei Zou
journals/entcs/ClavelDM00,Kai Lin
journals/entcs/ClavelDM00,Clément Houtmann
journals/entcs/ClavelDM00,Alberto Verdejo
journals/entcs/MasonT05a,Joris Hulstijn
journals/entcs/MasonT05a,Gheorghe Stefanescu
journals/entcs/MasonT05a,Satish Chandra D.
journals/entcs/NikanderHK09,Myles F. McNally
journals/entcs/NikanderHK09,Stefan Kasabov
journals/entcs/NikanderHK09,Ruth Davis
journals/entcs/RiescoT04,Koen Claessen
journals/entcs/RiescoT04,Gerald Lüttgen
journals/entcs/RiescoT04,Charles André
journals/entcs/DuarteM02,Eric Allender
journals/entcs/DuarteM02,Favio E. Miranda-Perea
journals/entcs/DuarteM02,Tim Fernando
journals/entcs/Lilius98,Mihai Rotaru
journals/entcs/Lilius98,Daniel Hirschkoff
journals/entcs/Lilius98,Jitka Stríbrná
journals/entcs/DowneyHNS02,Dimiter Skordev
journals/entcs/DowneyHNS02,Yongcheng Wu
journals/entcs/DowneyHNS02,Antonio Montalbán
journals/entcs/BrimG03,Ganesh Gopalakrishnan
journals/entcs/BrimG03,Gerald Lüttgen
journals/entcs/BrimG03,Christophe Joubert
journals/entcs/Lee07,Juan Carlos López Pimentel
journals/entcs/Lee07,Lionel van den Berg
journals/entcs/Lee07,Wolfgang Mayer
journals/entcs/Scanlon06,Benjamín René Callejas Bedregal
journals/entcs/Scanlon06,Luiz Carlos Pereira
journals/entcs/Scanlon06,Satoshi Tojo
journals/entcs/Kunert08,Karsten Ehrig
journals/entcs/Kunert08,Leen Lambers
journals/entcs/Kunert08,Ksenia Ryndina
journals/entcs/HolenJW09,Martin Wirsing
journals/entcs/HolenJW09,Adrián Riesco 0001
journals/entcs/HolenJW09,Eyvind W. Axelsen
journals/entcs/CostaSHP09,Oliver Kutz
journals/entcs/CostaSHP09,Justus Matthiesen
journals/entcs/CostaSHP09,J. B. Wells
journals/entcs/PimentelMH07,Paul A. Strooper
journals/entcs/PimentelMH07,Alper Sen 0001
journals/entcs/PimentelMH07,Fabio Somenzi
journals/entcs/GrosuHJS06,Jacopo Mantovani
journals/entcs/GrosuHJS06,Bernd Westphal
journals/entcs/GrosuHJS06,Tevfik Bultan
journals/entcs/WeihrauchZ02,Robert Rettinger
journals/entcs/WeihrauchZ02,George Barmpalias
journals/entcs/WeihrauchZ02,Dale Daniel
journals/entcs/Grue04,Jeremy Gow
journals/entcs/Grue04,Paul A. Cairns
journals/entcs/Grue04,Quoc Bao Vo
journals/entcs/CockettL18,Christoph Rauch
journals/entcs/CockettL18,Paulo Mateus
journals/entcs/CockettL18,Tom Hirschowitz
journals/entcs/BaierKN99,Holger Hermanns
journals/entcs/BaierKN99,Erik P. de Vink
journals/entcs/BaierKN99,Harald Sack
journals/entcs/MellstrandG03,Maurice H. ter Beek
journals/entcs/MellstrandG03,Lorenzo Bettini
journals/entcs/MellstrandG03,Manfred Hechinger
journals/entcs/RouvoyM07,Isidro Ramos
journals/entcs/RouvoyM07,Kris De Schutter
journals/entcs/RouvoyM07,Gilles Muller
journals/entcs/GagneP18,Michael Carl Tschantz
journals/entcs/GagneP18,David A. Spooner
journals/entcs/GagneP18,Jonathan Hayman
journals/entcs/DenkerD07,Kris De Schutter
journals/entcs/DenkerD07,Maja D'Hondt
journals/entcs/DenkerD07,Romain Robbes
journals/entcs/Lucas05a,Sonia Santiago
journals/entcs/Lucas05a,Pascual Julián Iranzo
journals/entcs/Lucas05a,Alicia Villanueva
journals/entcs/Braek03,Gary T. Leavens
journals/entcs/Braek03,Conrado Daws
journals/entcs/Braek03,Lars-Åke Fredlund
journals/entcs/FolschettePMR13,Ferruccio Damiani
journals/entcs/FolschettePMR13,Krystian Kubica
journals/entcs/FolschettePMR13,Cristian Versari
journals/entcs/LammelR01,David A. Watt
journals/entcs/LammelR01,Jeroen Scheerder
journals/entcs/LammelR01,Leonardo Ribeiro 0002
journals/entcs/CornelioCS05,Alexandre Rademaker
journals/entcs/CornelioCS05,Carlos Bazílio
journals/entcs/CornelioCS05,Dirk Janssens
journals/entcs/EncrenazF09,Arnaud Sangnier
journals/entcs/EncrenazF09,Tomás Brázdil
journals/entcs/EncrenazF09,Bruce M. Kapron
journals/entcs/MullerRSK16,Boudewijn R. Haverkort
journals/entcs/MullerRSK16,William J. Knottenbelt
journals/entcs/MullerRSK16,Nigel Thomas
journals/entcs/RaimondiL04,Cilia Witteman
journals/entcs/RaimondiL04,Benoit Gaudou
journals/entcs/RaimondiL04,Bob Coecke
journals/entcs/HappeZ09,Michael W. Shields
journals/entcs/HappeZ09,Paul J. Krause
journals/entcs/HappeZ09,Olaf Owe
journals/entcs/Echahed08a,Tetsuo Ida
journals/entcs/Echahed08a,Marko C. J. D. van Eekelen
journals/entcs/Echahed08a,Michele Baggi
journals/entcs/BeekRSMR07,A. J. van Leeuwen
journals/entcs/BeekRSMR07,Jaco van de Pol
journals/entcs/BeekRSMR07,Susan Stepney
journals/entcs/RotheM03,Hubie Chen
journals/entcs/RotheM03,Reiko Heckel
journals/entcs/RotheM03,Marcelo P. Fiore
journals/entcs/Rutten02,Tobias Schröder
journals/entcs/Rutten02,Alexandra Silva 0001
journals/entcs/Rutten02,Paul Caspi
journals/entcs/DiazPCVC06,Olivier Perrin 0001
journals/entcs/DiazPCVC06,Martin Karusseit
journals/entcs/DiazPCVC06,Bo Hu
journals/entcs/KuipersV01,Leonard G. C. Hamey
journals/entcs/KuipersV01,Derek Bodin
journals/entcs/KuipersV01,Sara Gradara
journals/entcs/LinkS02,Edwin D. Mares
journals/entcs/LinkS02,Antonio Cerone
journals/entcs/LinkS02,Hiroyuki Sato
journals/entcs/0001KKOGM15,Thomas W. Reps
journals/entcs/0001KKOGM15,Altaf Hussain
journals/entcs/0001KKOGM15,Faris Abou-Saleh
journals/entcs/GerardsM04,Steffen Mecke
journals/entcs/GerardsM04,Christian Liebchen
journals/entcs/GerardsM04,Xavier Gandibleux
journals/entcs/AldaC05,Elke Pulvermüller
journals/entcs/AldaC05,Máire Casey
journals/entcs/AldaC05,Klaus Meyer-Wegener
journals/entcs/MavrikisP04,Mircea Marin
journals/entcs/MavrikisP04,Bruno Buchberger
journals/entcs/MavrikisP04,Quoc Bao Vo
journals/entcs/Ueda08,Frank D. Valencia
journals/entcs/Ueda08,Kohei Honda 0001
journals/entcs/Ueda08,Mario Bravetti
journals/entcs/PittsMD15,Mário Florido
journals/entcs/PittsMD15,Giselle Reis
journals/entcs/PittsMD15,Guillermo Calderón
journals/entcs/IranzoMP05,Maria-Esther Vidal
journals/entcs/IranzoMP05,Marisa Navarro
journals/entcs/IranzoMP05,Damiano Zanardini
journals/entcs/MezzettiS06,Martin Odersky
journals/entcs/MezzettiS06,Milad Niqui
journals/entcs/MezzettiS06,John Longley
journals/entcs/AriolaS97,Stephen N. Freund
journals/entcs/AriolaS97,Georges Gonthier
journals/entcs/AriolaS97,Luca Cardelli
journals/entcs/Kramer14,Eduardo Bonelli
journals/entcs/Kramer14,Vivek Nigam
journals/entcs/Kramer14,Elaine Pimentel
journals/entcs/BodeveixCFS05,Paul J. Krause
journals/entcs/BodeveixCFS05,Rance Cleaveland
journals/entcs/BodeveixCFS05,Dilian Gurov
journals/entcs/Kerber05,Guilherme Bittencourt
journals/entcs/Kerber05,Choh-Man Teng
journals/entcs/Kerber05,Marcelo Finger
journals/entcs/SkeneE03,Reiko Heckel
journals/entcs/SkeneE03,Fabio Mancinelli
journals/entcs/SkeneE03,Bartosz Lawniczek
journals/entcs/Wolf07,Maurice Margenstern
journals/entcs/Wolf07,Miguel A. Gutiérrez-Naranjo
journals/entcs/Wolf07,Xian Xu 0001
journals/entcs/DedSTKSB16,Sylvain Sené
journals/entcs/DedSTKSB16,Jean Krivine
journals/entcs/DedSTKSB16,Franck Delaplace
journals/entcs/MousaviR07,Adrian Pop
journals/entcs/MousaviR07,Wan J. Fokkink
journals/entcs/MousaviR07,Peter D. Mosses
journals/entcs/PouliasisP14,Dick Crouch
journals/entcs/PouliasisP14,João Marcos 0001
journals/entcs/PouliasisP14,Mario R. F. Benevides
journals/entcs/Kiehn07,Grigore Rosu
journals/entcs/Kiehn07,Matthew Hennessy
journals/entcs/Kiehn07,Michel A. Reniers
journals/entcs/FilipePRS04,Jagadish Suryadevara
journals/entcs/FilipePRS04,Julia Padberg
journals/entcs/FilipePRS04,Stephen Fenech
journals/entcs/MusuvathiE03,Matthew B. Dwyer
journals/entcs/MusuvathiE03,Cormac Flanagan
journals/entcs/MusuvathiE03,Aysu Betin-Can
journals/entcs/Schmitz08,Barrett R. Bryant
journals/entcs/Schmitz08,Joël Fillon
journals/entcs/Schmitz08,Didier Parigot
journals/entcs/YuanL19,Hui Kou
journals/entcs/YuanL19,Ernst-Erich Doberkat
journals/entcs/YuanL19,Yuxin Deng
journals/entcs/Cohen03,Laurent Vigneron
journals/entcs/Cohen03,Anamaria Martins Moreira
journals/entcs/Cohen03,Marco Comini
journals/entcs/KleinCH05,Juan C. Burguillo-Rial
journals/entcs/KleinCH05,Misa Keinänen
journals/entcs/KleinCH05,Pierre Michel
journals/entcs/FlescaFG01,Marta Simeoni
journals/entcs/FlescaFG01,Jochen Malte Küster
journals/entcs/FlescaFG01,Hartmut Ehrig
journals/entcs/PerumallaOY16,Davide Cerotti
journals/entcs/PerumallaOY16,Graham Horton
journals/entcs/PerumallaOY16,Afonso Sales
journals/entcs/Lohr02,Virginia C. Carneiro de Paula
journals/entcs/Lohr02,Welf Löwe
journals/entcs/Lohr02,Basil Worrall
journals/entcs/HoffmannMP05,Mauro Pezzè
journals/entcs/HoffmannMP05,Pawel Sobocinski 0001
journals/entcs/HoffmannMP05,Julia Padberg
journals/entcs/FajstrupGR12,Ulrich Fahrenberg
journals/entcs/FajstrupGR12,Emmanuel Haucourt
journals/entcs/FajstrupGR12,Giovanni Adagio
journals/entcs/HanusHH03,Mário Florido
journals/entcs/HanusHH03,Prasanna Thati
journals/entcs/HanusHH03,Naoki Nishida 0001
journals/entcs/JorrandP08,Neil J. Ross
journals/entcs/JorrandP08,Michalis A. Papakyriakou
journals/entcs/JorrandP08,Samson Abramsky
journals/entcs/HonsellLR04,Paolo Baldan
journals/entcs/HonsellLR04,Maddalena Zacchi
journals/entcs/HonsellLR04,Robert F. C. Walters
journals/entcs/HuthP01,Sofia Abreu Faro
journals/entcs/HuthP01,Peter W. O'Hearn
journals/entcs/HuthP01,Mathias Kegelmann
journals/entcs/GribaudoIM18,Marziyeh Bayati
journals/entcs/GribaudoIM18,William J. Knottenbelt
journals/entcs/GribaudoIM18,Andrea Bondavalli
journals/entcs/Foret01,Wiebke Petersen
journals/entcs/Foret01,Guillaume Bonfante
journals/entcs/Foret01,Frank Morawietz
journals/entcs/DahlqvistDG16,Prakash Panangaden
journals/entcs/DahlqvistDG16,Jan Schwinghammer
journals/entcs/DahlqvistDG16,Pavel Hrubes
journals/entcs/GardnerRWW14,J. Polokow
journals/entcs/GardnerRWW14,Sanjeevi Krishnan
journals/entcs/GardnerRWW14,Konstantinos Tourlas
journals/entcs/StribrnaC02,Olaf Burkart
journals/entcs/StribrnaC02,Nathalie Bertrand 0001
journals/entcs/StribrnaC02,Pierre-Cyrille Héam
journals/entcs/DillhageGSWZ08,Satyadev Nandakumar
journals/entcs/DillhageGSWZ08,José Raymundo Marcial-Romero
journals/entcs/DillhageGSWZ08,Peter Hertling
journals/entcs/MoreauRV01,Wolfgang Lohmann
journals/entcs/MoreauRV01,Maria João Varanda Pereira
journals/entcs/MoreauRV01,Luis Carlos de Sousa Menezes
journals/entcs/Jeffrey95,Richard Bornat
journals/entcs/Jeffrey95,Dexter Kozen
journals/entcs/Jeffrey95,Federico Orsanigo
journals/entcs/EvansG08,Georg Struth
journals/entcs/EvansG08,Juha Plosila
journals/entcs/EvansG08,Graeme Smith 0001
journals/entcs/Kuske95,Annegret Habel
journals/entcs/Kuske95,Joan Torrens
journals/entcs/Kuske95,Gregor Engels
journals/entcs/CornelioCS02,Luke Wildman
journals/entcs/CornelioCS02,Harald Fecher
journals/entcs/CornelioCS02,Ian Toyn
journals/entcs/Sheard07,Chung-chieh Shan
journals/entcs/Sheard07,Christoph Walther
journals/entcs/Sheard07,James L. Caldwell
journals/entcs/TedescoP09,Gianluigi Zavattaro
journals/entcs/TedescoP09,Giorgio Bacci
journals/entcs/TedescoP09,Gabriel Ciobanu
journals/entcs/CrescenzoM07,Ioannis Chatzigiannakis
journals/entcs/CrescenzoM07,Andrea Vitaletti
journals/entcs/CrescenzoM07,Maki Yoshida
journals/entcs/OsaiweranSHW13,Faiz Ul Muram
journals/entcs/OsaiweranSHW13,Luciana Brasil Rebelo dos Santos
journals/entcs/OsaiweranSHW13,Fazle Rabbi 0001
journals/entcs/AlvesSV12,Eugen Jiresch
journals/entcs/AlvesSV12,Claude Kirchner
journals/entcs/AlvesSV12,Kyungmin Bae
journals/entcs/Winskel13,Sofia Abreu Faro
journals/entcs/Winskel13,Toby Wilkinson
journals/entcs/Winskel13,Mohammad Reza Mousavi 0001
journals/entcs/GnesiLM05,Mayank Saksena
journals/entcs/GnesiLM05,Sandro Etalle
journals/entcs/GnesiLM05,Ricardo Corin
journals/entcs/BossiFMPR04,Pierpaolo Degano
journals/entcs/BossiFMPR04,Carlo Blundo
journals/entcs/BossiFMPR04,Roberto De Prisco
journals/entcs/CerioliFLLMS19,Leonardo Silva de Lima
journals/entcs/CerioliFLLMS19,Ezequiel Dratman
journals/entcs/CerioliFLLMS19,Raul Lopes 0001
journals/entcs/BragaM19,Tina Janne Schmidt
journals/entcs/BragaM19,Marcel Kenji de Carli Silva
journals/entcs/BragaM19,Alexsandro Oliveira Alexandrino
journals/entcs/HermannET08,Paolo Baldan
journals/entcs/HermannET08,Luciana Foss
journals/entcs/HermannET08,Máté Kovács
journals/entcs/HeckelM05,Stéphane Ducasse
journals/entcs/HeckelM05,Gabriele Taentzer
journals/entcs/HeckelM05,Paris Avgeriou
journals/entcs/Guillen-ScholtenABB03,Nadia Busi
journals/entcs/Guillen-ScholtenABB03,Marco Antonio Barbosa
journals/entcs/Guillen-ScholtenABB03,Hossein Hojjat
journals/entcs/ZandbeltHBA08,Michele Miraglia
journals/entcs/ZandbeltHBA08,Alessandro Basso
journals/entcs/ZandbeltHBA08,Stefano Bistarelli
journals/entcs/DoddsP06,Fabio Gadducci
journals/entcs/DoddsP06,Piotr Kosiuczenko
journals/entcs/DoddsP06,Dániel Varró
journals/entcs/MeadowsV99,Adolfo Ballester-Bolinches
journals/entcs/MeadowsV99,Jonas Frey
journals/entcs/MeadowsV99,Jirí Adámek
journals/entcs/DehnertGLW01,Francesco Parisi-Presicce
journals/entcs/DehnertGLW01,Claudia Ermel
journals/entcs/DehnertGLW01,Dirk Janssens
journals/entcs/GonzalezFMVA11,Daniel Calegari
journals/entcs/GonzalezFMVA11,Daniel Saad Nogueira Nunes
journals/entcs/GonzalezFMVA11,João José Neto
journals/entcs/Bruce03,Neil Ghani
journals/entcs/Bruce03,Matthew J. Parkinson
journals/entcs/Bruce03,Viviana Bono
journals/entcs/BettiniNFL07,Claudio Guidi
journals/entcs/BettiniNFL07,José Luiz Fiadeiro
journals/entcs/BettiniNFL07,Fabrizio Montesi
journals/entcs/LeuckerN00,Jonathan Hseu
journals/entcs/LeuckerN00,Koushik Sen
journals/entcs/LeuckerN00,Emilie Balland
journals/entcs/ValleeM09,Agustin Riscos-Núñez
