article:ID,author:string[],crossref:string,editor:string[],ee:string[],journal:string,key:string,number:string,pages:string,title:string,volume:string,year:int,doi,volume_key,corresponding_author,keywords
30079,Christoph Schottmüller,J. Econ. Theory20151,,https://doi.org/10.1016/j.jet.2015.04.002,J. Econ. Theory,journals/jet/Schottmuller15,1,127-164,Adverse selection without single crossing: Monotone solutions.,158,2015,https://doi.org/10.1016/j.jet.2015.04.002,J. Econ. Theory20151,Christoph Schottmüller,crossing|solutions|adverse|selection|single|without|monotone
30080,Georgios Gerasimou,J. Econ. Theory20221,,https://doi.org/10.1016/j.jet.2022.105542,J. Econ. Theory,journals/jet/Gerasimou22,1,105542,Corrigendum to Gerasimou (2021) and comment on Banerjee (2022).,205,2022,https://doi.org/10.1016/j.jet.2022.105542,J. Econ. Theory20221,Georgios Gerasimou,corrigendum|2022|banerjee|comment|2021|gerasimou
30081,Marcus Hagedorn,J. Econ. Theory20095,,https://doi.org/10.1016/j.jet.2009.04.002,J. Econ. Theory,journals/jet/Hagedorn09,5,2197-2208,The value of information for auctioneers.,144,2009,https://doi.org/10.1016/j.jet.2009.04.002,J. Econ. Theory20095,Marcus Hagedorn,auctioneers|information|value
30082,David Martimort|Denis Gromb,J. Econ. Theory20071,,https://doi.org/10.1016/j.jet.2007.01.003,J. Econ. Theory,journals/jet/GrombM07,1,271-299,Collusion and the organization of delegated expertise.,137,2007,https://doi.org/10.1016/j.jet.2007.01.003,J. Econ. Theory20071,David Martimort,collusion|expertise|delegated|organization
30083,Kostas Koufopoulos|Roman Kozhan,J. Econ. Theory20141,,https://doi.org/10.1016/j.jet.2013.11.003,J. Econ. Theory,journals/jet/KoufopoulosK14,1,551-560,Welfare-improving ambiguity in insurance markets with asymmetric information.,151,2014,https://doi.org/10.1016/j.jet.2013.11.003,J. Econ. Theory20141,Kostas Koufopoulos,information|markets|insurance|ambiguity|asymmetric|welfareimproving
30084,Guillaume Haeringer|Ludovic Renou|Sophie Bade,J. Econ. Theory20094,,https://doi.org/10.1016/j.jet.2009.03.004,J. Econ. Theory,journals/jet/BadeHR09,4,1817-1831,Bilateral commitment.,144,2009,https://doi.org/10.1016/j.jet.2009.03.004,J. Econ. Theory20094,Guillaume Haeringer,bilateral|commitment
30085,Dirk Krueger|Fabrizio Perri,J. Econ. Theory20113,,https://doi.org/10.1016/j.jet.2010.08.013,J. Econ. Theory,journals/jet/KruegerP11,3,920-956,Public versus private risk sharing.,146,2011,https://doi.org/10.1016/j.jet.2010.08.013,J. Econ. Theory20113,Dirk Krueger,risk|versus|private|public|sharing
30086,Luca Colombo|Paola Labrecciosa,J. Econ. Theory20151,,https://doi.org/10.1016/j.jet.2014.11.007,J. Econ. Theory,journals/jet/ColomboL15,1,332-358,On the Markovian efficiency of Bertrand and Cournot equilibria.,155,2015,https://doi.org/10.1016/j.jet.2014.11.007,J. Econ. Theory20151,Luca Colombo,markovian|equilibria|bertrand|efficiency|cournot
30087,Arkadii Slinko|Murali Agastya,J. Econ. Theory20151,,https://doi.org/10.1016/j.jet.2015.04.001|https://www.wikidata.org/entity/Q61586154,J. Econ. Theory,journals/jet/AgastyaS15,1,232-258,Dynamic choice in a complex world.,158,2015,https://doi.org/10.1016/j.jet.2015.04.001|https://www.wikidata.org/entity/Q61586154,J. Econ. Theory20151,Arkadii Slinko,complex|choice|world|dynamic
30088,Hyun Song Shin|Muhamet Yildiz|Stephen Morris,J. Econ. Theory20161,,https://doi.org/10.1016/j.jet.2016.03.007,J. Econ. Theory,journals/jet/MorrisSY16,1,826-848,Common belief foundations of global games.,163,2016,https://doi.org/10.1016/j.jet.2016.03.007,J. Econ. Theory20161,Hyun Song Shin,common|belief|global|foundations|games
30089,Jingyuan Li,J. Econ. Theory20111,,https://doi.org/10.1016/j.jet.2010.10.011|https://www.wikidata.org/entity/Q59356404,J. Econ. Theory,journals/jet/Li11,1,372-391,The demand for a risky asset in the presence of a background risk.,146,2011,https://doi.org/10.1016/j.jet.2010.10.011|https://www.wikidata.org/entity/Q59356404,J. Econ. Theory20111,Jingyuan Li,asset|risky|risk|background|demand|presence
30090,Clotilde Napp|Diego Nocetti|Elyès Jouini,J. Econ. Theory20133,,https://doi.org/10.1016/j.jet.2012.10.007,J. Econ. Theory,journals/jet/JouiniNN13,3,1255-1267,On multivariate prudence.,148,2013,https://doi.org/10.1016/j.jet.2012.10.007,J. Econ. Theory20133,Clotilde Napp,prudence|multivariate
30091,Maxim Troshkin|Todd Lensman,J. Econ. Theory20221,,https://doi.org/10.1016/j.jet.2021.105206,J. Econ. Theory,journals/jet/LensmanT22,1,105206,Implications of uncertainty for optimal policies.,199,2022,https://doi.org/10.1016/j.jet.2021.105206,J. Econ. Theory20221,Maxim Troshkin,uncertainty|optimal|policies|implications
30092,Daniele Pennesi|Paolo Ghirardato,J. Econ. Theory20201,,https://doi.org/10.1016/j.jet.2020.105056,J. Econ. Theory,journals/jet/GhirardatoP20,1,105056,A general theory of subjective mixtures.,188,2020,https://doi.org/10.1016/j.jet.2020.105056,J. Econ. Theory20201,Daniele Pennesi,mixtures|subjective|theory|general
30093,Lee E. Ohanian,J. Econ. Theory20096,,https://doi.org/10.1016/j.jet.2009.10.007,J. Econ. Theory,journals/jet/Ohanian09,6,2310-2335,What - or who - started the great depression?,144,2009,https://doi.org/10.1016/j.jet.2009.10.007,J. Econ. Theory20096,Lee E. Ohanian,depression|started|great
30094,Daniel F. Waggoner|Roger E. A. Farmer|Tao Zha,J. Econ. Theory20095,,https://doi.org/10.1016/j.jet.2009.05.004,J. Econ. Theory,journals/jet/FarmerWZ09,5,1849-1867,Understanding Markov-switching rational expectations models.,144,2009,https://doi.org/10.1016/j.jet.2009.05.004,J. Econ. Theory20095,Daniel F. Waggoner,understanding|rational|expectations|markovswitching|models
30095,Edoardo Gallo,J. Econ. Theory20141,,https://doi.org/10.1016/j.jet.2014.07.007,J. Econ. Theory,journals/jet/Gallo14,1,313-343,Social learning by chit-chat.,153,2014,https://doi.org/10.1016/j.jet.2014.07.007,J. Econ. Theory20141,Edoardo Gallo,chitchat|learning|social
30096,Fan Wang|Itzhak Gilboa,J. Econ. Theory20191,,https://doi.org/10.1016/j.jet.2019.02.009,J. Econ. Theory,journals/jet/GilboaW19,1,289-308,Rational status quo.,181,2019,https://doi.org/10.1016/j.jet.2019.02.009,J. Econ. Theory20191,Fan Wang,quo|status|rational
30097,Anja Prummer|Fabrizio Panebianco|Jan-Peter Siedlarek,J. Econ. Theory20181,,https://doi.org/10.1016/j.jet.2018.01.009,J. Econ. Theory,journals/jet/PanebiancoPS18,1,e3-e13,Convergence of cultural traits with time-varying self-confidence in the Panebianco (2014) model - A corrigendum.,175,2018,https://doi.org/10.1016/j.jet.2018.01.009,J. Econ. Theory20181,Anja Prummer,convergence|cultural|corrigendum|panebianco|model|timevarying|traits|selfconfidence|2014
30098,Gilles Saint-Paul,J. Econ. Theory20211,,https://doi.org/10.1016/j.jet.2021.105262,J. Econ. Theory,journals/jet/Saint-Paul21,1,105262,Pareto-improving structural reforms.,194,2021,https://doi.org/10.1016/j.jet.2021.105262,J. Econ. Theory20211,Gilles Saint-Paul,paretoimproving|structural|reforms
30099,Guido Cazzavillan,J. Econ. Theory20011,,https://doi.org/10.1006/jeth.2000.2732,J. Econ. Theory,journals/jet/Cazzavillan01,1,133-157,Indeterminacy and Endogenous Fluctuations with Arbitrarily Small Externalities.,101,2001,https://doi.org/10.1006/jeth.2000.2732,J. Econ. Theory20011,Guido Cazzavillan,small|indeterminacy|externalities|arbitrarily|endogenous|fluctuations
30100,Jean-Baptiste Michau,J. Econ. Theory20181,,https://doi.org/10.1016/j.jet.2018.04.011,J. Econ. Theory,journals/jet/Michau18,1,552-618,Secular stagnation: Theory and remedies.,176,2018,https://doi.org/10.1016/j.jet.2018.04.011,J. Econ. Theory20181,Jean-Baptiste Michau,stagnation|theory|secular|remedies
30101,Carlos Pimienta|Claudia Meroni|Francesco De Sinopoli,J. Econ. Theory20141,,https://doi.org/10.1016/j.jet.2014.05.005,J. Econ. Theory,journals/jet/SinopoliMP14,1,46-63,Strategic stability in Poisson games.,153,2014,https://doi.org/10.1016/j.jet.2014.05.005,J. Econ. Theory20141,Carlos Pimienta,stability|poisson|strategic|games
30102,Afshin Nikzad|Itai Ashlagi,J. Econ. Theory20201,,https://doi.org/10.1016/j.jet.2020.105120,J. Econ. Theory,journals/jet/AshlagiN20,1,105120,What matters in school choice tie-breaking? How competition guides design.,190,2020,https://doi.org/10.1016/j.jet.2020.105120,J. Econ. Theory20201,Afshin Nikzad,tiebreaking|choice|matters|guides|design|competition|school
30103,Pierre-Olivier Weill,J. Econ. Theory20081,,https://doi.org/10.1016/j.jet.2007.08.004,J. Econ. Theory,journals/jet/Weill08,1,66-96,Liquidity premia in dynamic bargaining markets.,140,2008,https://doi.org/10.1016/j.jet.2007.08.004,J. Econ. Theory20081,Pierre-Olivier Weill,markets|bargaining|dynamic|liquidity|premia
30104,Giuseppe Moscarini|Jussi Keppo|Lones Smith,J. Econ. Theory20081,,https://doi.org/10.1016/j.jet.2007.03.003,J. Econ. Theory,journals/jet/KeppoMS08,1,21-50,The demand for information: More heat than light.,138,2008,https://doi.org/10.1016/j.jet.2007.03.003,J. Econ. Theory20081,Giuseppe Moscarini,light|information|demand|heat
30105,Anna Pavlova|David Cass,J. Econ. Theory20041,,https://doi.org/10.1016/j.jet.2003.05.001,J. Econ. Theory,journals/jet/CassP04,1,41-83,On trees and logs.,116,2004,https://doi.org/10.1016/j.jet.2003.05.001,J. Econ. Theory20041,Anna Pavlova,trees|logs
30106,Ilan Kremer|Peter M. DeMarzo|Yishay Mansour,J. Econ. Theory20161,,https://doi.org/10.1016/j.jet.2016.01.009,J. Econ. Theory,journals/jet/DeMarzoKM16,1,410-434,Robust option pricing: Hannan and Blackwell meet Black and Scholes.,163,2016,https://doi.org/10.1016/j.jet.2016.01.009,J. Econ. Theory20161,Ilan Kremer,pricing|blackwell|option|scholes|meet|black|hannan|robust
30107,Nabil I. Al-Najjar|Rann Smorodinsky,J. Econ. Theory20071,,https://doi.org/10.1016/j.jet.2006.12.006,J. Econ. Theory,journals/jet/Al-NajjarS07,1,383-403,The efficiency of competitive mechanisms under private information.,137,2007,https://doi.org/10.1016/j.jet.2006.12.006,J. Econ. Theory20071,Nabil I. Al-Najjar,competitive|information|private|efficiency|mechanisms
30108,Jason D. Hartline|Nikhil R. Devanur|Qiqi Yan,J. Econ. Theory20151,,https://doi.org/10.1016/j.jet.2014.08.001,J. Econ. Theory,journals/jet/DevanurHY15,1,103-143,Envy freedom and prior-free mechanism design.,156,2015,https://doi.org/10.1016/j.jet.2014.08.001,J. Econ. Theory20151,Jason D. Hartline,mechanism|design|priorfree|freedom|envy
30109,Felipe Balmaceda|Juan F. Escobar,J. Econ. Theory20171,,https://doi.org/10.1016/j.jet.2017.05.005,J. Econ. Theory,journals/jet/BalmacedaE17,1,289-318,Trust in cohesive communities.,170,2017,https://doi.org/10.1016/j.jet.2017.05.005,J. Econ. Theory20171,Felipe Balmaceda,cohesive|trust|communities
30110,Flavio Toxvaerd,J. Econ. Theory20061,,https://doi.org/10.1016/j.jet.2005.02.009,J. Econ. Theory,journals/jet/Toxvaerd06,1,252-272,Time of the essence.,129,2006,https://doi.org/10.1016/j.jet.2005.02.009,J. Econ. Theory20061,Flavio Toxvaerd,essence|time
30111,Jessica A. Wachter,J. Econ. Theory20032,,https://doi.org/10.1016/S0022-0531(03)00062-0,J. Econ. Theory,journals/jet/Wachter03,2,325-333,Risk aversion and allocation to long-term bonds.,112,2003,https://doi.org/10.1016/S0022-0531(03)00062-0,J. Econ. Theory20032,Jessica A. Wachter,longterm|risk|bonds|aversion|allocation
30112,Odilon Câmara|Ricardo Alonso,J. Econ. Theory20181,,https://doi.org/10.1016/j.jet.2017.12.001,J. Econ. Theory,journals/jet/AlonsoC18,1,103-123,On the value of persuasion by experts.,174,2018,https://doi.org/10.1016/j.jet.2017.12.001,J. Econ. Theory20181,Odilon Câmara,persuasion|experts|value
30113,Hans Peters|Veronika Köbberling,J. Econ. Theory20031,,https://doi.org/10.1016/S0022-0531(03)00009-7,J. Econ. Theory,journals/jet/KobberlingP03,1,154-175,The effect of decision weights in bargaining problems.,110,2003,https://doi.org/10.1016/S0022-0531(03)00009-7,J. Econ. Theory20031,Hans Peters,weights|bargaining|effect|problems|decision
30114,Kang Rong|Qianfeng Tang|Yongchao Zhang,J. Econ. Theory20201,,https://doi.org/10.1016/j.jet.2020.105014,J. Econ. Theory,journals/jet/RongTZ20,1,105014,On stable and efficient mechanisms for priority-based allocation problems.,187,2020,https://doi.org/10.1016/j.jet.2020.105014,J. Econ. Theory20201,Kang Rong,prioritybased|efficient|problems|mechanisms|stable|allocation
30115,Brian W. Rogers|Colin F. Camerer|Thomas R. Palfrey,J. Econ. Theory20094,,https://doi.org/10.1016/j.jet.2008.11.010,J. Econ. Theory,journals/jet/RogersPC09,4,1440-1467,Heterogeneous quantal response equilibrium and cognitive hierarchies.,144,2009,https://doi.org/10.1016/j.jet.2008.11.010,J. Econ. Theory20094,Brian W. Rogers,cognitive|hierarchies|quantal|equilibrium|heterogeneous|response
30116,Armando Gomes|Philip Bond,J. Econ. Theory20091,,https://doi.org/10.1016/j.jet.2008.05.008,J. Econ. Theory,journals/jet/BondG09,1,175-211,"Multitask principal-agent problems: Optimal contracts, fragility, and effort misallocation.",144,2009,https://doi.org/10.1016/j.jet.2008.05.008,J. Econ. Theory20091,Armando Gomes,optimal|multitask|problems|misallocation|principalagent|effort|contracts|fragility
30117,Philippe Jehiel,J. Econ. Theory20052,,https://doi.org/10.1016/j.jet.2003.12.003,J. Econ. Theory,journals/jet/Jehiel05,2,81-104,Analogy-based expectation equilibrium.,123,2005,https://doi.org/10.1016/j.jet.2003.12.003,J. Econ. Theory20052,Philippe Jehiel,equilibrium|expectation|analogybased
30118,José Carlos R. Alcantud,J. Econ. Theory20121,,https://doi.org/10.1016/j.jet.2011.01.006,J. Econ. Theory,journals/jet/Alcantud12,1,353-363,Inequality averse criteria for evaluating infinite utility streams: The impossibility of Weak Pareto.,147,2012,https://doi.org/10.1016/j.jet.2011.01.006,J. Econ. Theory20121,José Carlos R. Alcantud,impossibility|averse|evaluating|criteria|utility|weak|streams|pareto|inequality|infinite
30119,Eilon Solan|Nicolas Vieille|Rida Laraki,J. Econ. Theory20052,,https://doi.org/10.1016/j.jet.2004.02.001,J. Econ. Theory,journals/jet/LarakiSV05,2,206-238,Continuous-time games of timing.,120,2005,https://doi.org/10.1016/j.jet.2004.02.001,J. Econ. Theory20052,Eilon Solan,timing|continuoustime|games
30120,Shin Sato,J. Econ. Theory20131,,https://doi.org/10.1016/j.jet.2012.12.001,J. Econ. Theory,journals/jet/Sato13,1,259-278,A sufficient condition for the equivalence of strategy-proofness and nonmanipulability by preferences adjacent to the sincere one.,148,2013,https://doi.org/10.1016/j.jet.2012.12.001,J. Econ. Theory20131,Shin Sato,condition|nonmanipulability|equivalence|sufficient|preferences|one|sincere|adjacent|strategyproofness
30121,Martin Kaae Jensen,J. Econ. Theory20122,,https://doi.org/10.1016/j.jet.2010.07.010,J. Econ. Theory,journals/jet/Jensen12,2,802-832,"Global stability and the ""turnpike"" in optimal unbounded growth models.",147,2012,https://doi.org/10.1016/j.jet.2010.07.010,J. Econ. Theory20122,Martin Kaae Jensen,growth|optimal|stability|global|unbounded|models|turnpike
30122,Gregory A. Willard|Mark Loewenstein,J. Econ. Theory20132,,https://doi.org/10.1016/j.jet.2012.07.001,J. Econ. Theory,journals/jet/LoewensteinW13,2,563-600,Consumption and bubbles.,148,2013,https://doi.org/10.1016/j.jet.2012.07.001,J. Econ. Theory20132,Gregory A. Willard,bubbles|consumption
30123,Antoine Bommier|Arnold Chassagnon|François Le Grand,J. Econ. Theory20124,,https://doi.org/10.1016/j.jet.2010.10.015|https://www.wikidata.org/entity/Q62629996,J. Econ. Theory,journals/jet/BommierCG12,4,1614-1641,Comparative risk aversion: A formal approach with applications to saving behavior.,147,2012,https://doi.org/10.1016/j.jet.2010.10.015|https://www.wikidata.org/entity/Q62629996,J. Econ. Theory20124,Antoine Bommier,saving|risk|behavior|approach|formal|aversion|comparative|applications
30124,Ben Polak|Simon Grant,J. Econ. Theory20061,,https://doi.org/10.1016/j.jet.2005.03.006,J. Econ. Theory,journals/jet/GrantP06,1,264-282,Bayesian beliefs with stochastic monotonicity: An extension of Machina and Schmeidler.,130,2006,https://doi.org/10.1016/j.jet.2005.03.006,J. Econ. Theory20061,Ben Polak,beliefs|bayesian|monotonicity|stochastic|schmeidler|extension|machina
30125,Liuchun Deng|M. Ali Khan|Tapan Mitra,J. Econ. Theory20221,,https://doi.org/10.1016/j.jet.2022.105446,J. Econ. Theory,journals/jet/DengKM22,1,105446,Continuous unimodal maps in economic dynamics: On easily verifiable conditions for topological chaos.,201,2022,https://doi.org/10.1016/j.jet.2022.105446,J. Econ. Theory20221,Liuchun Deng,continuous|easily|dynamics|unimodal|chaos|verifiable|conditions|maps|topological|economic
30126,Igor Kopylov,J. Econ. Theory20091,,https://doi.org/10.1016/j.jet.2008.06.003,J. Econ. Theory,journals/jet/Kopylov09,1,354-374,Finite additive utility representations for preferences over menus.,144,2009,https://doi.org/10.1016/j.jet.2008.06.003,J. Econ. Theory20091,Igor Kopylov,finite|additive|menus|utility|representations|preferences
30127,Dana Heller,J. Econ. Theory20041,,https://doi.org/10.1016/S0022-0531(03)00117-0,J. Econ. Theory,journals/jet/Heller04,1,31-55,An evolutionary approach to learning in a changing environment.,114,2004,https://doi.org/10.1016/S0022-0531(03)00117-0,J. Econ. Theory20041,Dana Heller,approach|environment|evolutionary|learning|changing
30128,Debasis Mishra|Komal Malik,J. Econ. Theory20211,,https://doi.org/10.1016/j.jet.2020.105128,J. Econ. Theory,journals/jet/MalikM21,1,105128,Pareto efficient combinatorial auctions: Dichotomous preferences without quasilinearity.,191,2021,https://doi.org/10.1016/j.jet.2020.105128,J. Econ. Theory20211,Debasis Mishra,auctions|efficient|quasilinearity|without|combinatorial|pareto|preferences|dichotomous
30129,Giovanni Favara|Zheng Song,J. Econ. Theory20141,,https://doi.org/10.1016/j.jet.2013.05.001,J. Econ. Theory,journals/jet/FavaraS14,1,350-382,House price dynamics with dispersed information.,149,2014,https://doi.org/10.1016/j.jet.2013.05.001,J. Econ. Theory20141,Giovanni Favara,information|house|dynamics|dispersed|price
30130,G. Carlier|R.-A. Dana,J. Econ. Theory20134,,https://doi.org/10.1016/j.jet.2013.04.014,J. Econ. Theory,journals/jet/CarlierD13,4,1606-1623,Pareto optima and equilibria when preferences are incompletely known.,148,2013,https://doi.org/10.1016/j.jet.2013.04.014,J. Econ. Theory20134,G. Carlier,incompletely|optima|equilibria|known|pareto|preferences
30131,Gu Jin|Tao Zhu,J. Econ. Theory20221,,https://doi.org/10.1016/j.jet.2022.105439,J. Econ. Theory,journals/jet/JinZ22,1,105439,"Heterogeneity, decentralized trade, and the long-run real effects of inflation.",201,2022,https://doi.org/10.1016/j.jet.2022.105439,J. Econ. Theory20221,Gu Jin,effects|real|inflation|trade|heterogeneity|decentralized|longrun
30132,Hector Chade|Lones Smith|Pavlo Prokopovych,J. Econ. Theory20081,,https://doi.org/10.1016/j.jet.2007.06.007,J. Econ. Theory,journals/jet/ChadePS08,1,157-175,Repeated games with present-biased preferences.,139,2008,https://doi.org/10.1016/j.jet.2007.06.007,J. Econ. Theory20081,Hector Chade,presentbiased|preferences|games|repeated
30133,Lars Ehlers,J. Econ. Theory20022,,https://doi.org/10.1006/jeth.2002.2943,J. Econ. Theory,journals/jet/Ehlers02,2,472-477,On Fixed-Path Rationing Methods.,106,2002,https://doi.org/10.1006/jeth.2002.2943,J. Econ. Theory20022,Lars Ehlers,rationing|fixedpath|methods
30134,Larry Samuelson,J. Econ. Theory20012,,https://doi.org/10.1006/jeth.2000.2753,J. Econ. Theory,journals/jet/Samuelson01,2,225-230,Introduction to the Evolution of Preferences.,97,2001,https://doi.org/10.1006/jeth.2000.2753,J. Econ. Theory20012,Larry Samuelson,evolution|introduction|preferences
30135,Fabio Maccheroni|Massimo Marinacci|Simone Cerreia-Vioglio,J. Econ. Theory20221,,https://doi.org/10.1016/j.jet.2019.05.003,J. Econ. Theory,journals/jet/Cerreia-Vioglio22,1,104898,Ambiguity aversion and wealth effects.,199,2022,https://doi.org/10.1016/j.jet.2019.05.003,J. Econ. Theory20221,Fabio Maccheroni,aversion|effects|ambiguity|wealth
30136,Francesc Dilmé,J. Econ. Theory20191,,https://doi.org/10.1016/j.jet.2019.03.010,J. Econ. Theory,journals/jet/Dilme19,1,586-626,Reputation building through costly adjustment.,181,2019,https://doi.org/10.1016/j.jet.2019.03.010,J. Econ. Theory20191,Francesc Dilmé,adjustment|reputation|costly|building
30137,David K. Levine|Edward C. Prescott|Timothy J. Kehoe,J. Econ. Theory20021,,https://doi.org/10.1006/jeth.2001.2792,J. Econ. Theory,journals/jet/KehoeLP02,1,39-69,"Lotteries, Sunspots, and Incentive Constraints.",107,2002,https://doi.org/10.1006/jeth.2001.2792,J. Econ. Theory20021,David K. Levine,incentive|constraints|lotteries|sunspots
30138,Janet Hua Jiang|Mei Dong,J. Econ. Theory20141,,https://doi.org/10.1016/j.jet.2013.12.005,J. Econ. Theory,journals/jet/DongJ14,1,740-777,Money and price posting under private information.,150,2014,https://doi.org/10.1016/j.jet.2013.12.005,J. Econ. Theory20141,Janet Hua Jiang,information|private|posting|money|price
30139,Darrell Duffie|Gustavo Manso|Semyon Malamud,J. Econ. Theory20141,,https://doi.org/10.1016/j.jet.2014.05.006,J. Econ. Theory,journals/jet/DuffieMM14,1,1-32,Information percolation in segmented markets.,153,2014,https://doi.org/10.1016/j.jet.2014.05.006,J. Econ. Theory20141,Darrell Duffie,information|percolation|segmented|markets
30140,Gaetano Bloise|Yiannis Vailakis,J. Econ. Theory20181,,https://doi.org/10.1016/j.jet.2017.10.008,J. Econ. Theory,journals/jet/BloiseV18,1,118-141,Convex dynamic programming with (bounded) recursive utility.,173,2018,https://doi.org/10.1016/j.jet.2017.10.008,J. Econ. Theory20181,Gaetano Bloise,recursive|bounded|utility|programming|dynamic|convex
30141,Sophie Bade,J. Econ. Theory20191,,https://doi.org/10.1016/j.jet.2018.12.004,J. Econ. Theory,journals/jet/Bade19,1,81-99,Matching with single-peaked preferences.,180,2019,https://doi.org/10.1016/j.jet.2018.12.004,J. Econ. Theory20191,Sophie Bade,singlepeaked|matching|preferences
30142,Philipp Strack|Thomas Kruse,J. Econ. Theory20151,,https://doi.org/10.1016/j.jet.2015.03.001,J. Econ. Theory,journals/jet/KruseS15,1,702-727,Optimal stopping with private information.,159,2015,https://doi.org/10.1016/j.jet.2015.03.001,J. Econ. Theory20151,Philipp Strack,optimal|information|stopping|private
30143,Carles Rafels|Marina Núñez,J. Econ. Theory20133,,https://doi.org/10.1016/j.jet.2012.10.002,J. Econ. Theory,journals/jet/NunezR13,3,1282-1291,Von Neumann-Morgenstern solutions in the assignment market.,148,2013,https://doi.org/10.1016/j.jet.2012.10.002,J. Econ. Theory20133,Carles Rafels,solutions|assignment|neumannmorgenstern|von|market
30144,Emilio Espino,J. Econ. Theory20071,,https://doi.org/10.1016/j.jet.2007.02.003,J. Econ. Theory,journals/jet/Espino07,1,673-687,Equilibrium portfolios in the neoclassical growth model.,137,2007,https://doi.org/10.1016/j.jet.2007.02.003,J. Econ. Theory20071,Emilio Espino,growth|neoclassical|model|equilibrium|portfolios
30145,Clive D. Fraser,J. Econ. Theory20002,,https://doi.org/10.1006/jeth.1999.2604,J. Econ. Theory,journals/jet/Fraser00,2,204-221,When Is Efficiency Separable from Distribution in the Provision of Club Goods?,90,2000,https://doi.org/10.1006/jeth.1999.2604,J. Econ. Theory20002,Clive D. Fraser,club|distribution|efficiency|separable|provision|goods
30146,Roger E. A. Farmer|Rosalind L. Bennett,J. Econ. Theory20001,,https://doi.org/10.1006/jeth.1999.2633,J. Econ. Theory,journals/jet/BennettF00,1,118-143,Indeterminacy with Non-separable Utility.,93,2000,https://doi.org/10.1006/jeth.1999.2633,J. Econ. Theory20001,Roger E. A. Farmer,utility|nonseparable|indeterminacy
30147,Gary B. Gorton|Lixin Huang|Ping He,J. Econ. Theory20141,,https://doi.org/10.1016/j.jet.2012.09.017,J. Econ. Theory,journals/jet/GortonHH14,1,311-349,Agency-based asset pricing.,149,2014,https://doi.org/10.1016/j.jet.2012.09.017,J. Econ. Theory20141,Gary B. Gorton,pricing|agencybased|asset
30148,Battal Dogan|Kemal Yildiz|Serhat Dogan,J. Econ. Theory20181,,https://doi.org/10.1016/j.jet.2018.01.011,J. Econ. Theory,journals/jet/DoganDY18,1,178-200,A new ex-ante efficiency criterion and implications for the probabilistic serial mechanism.,175,2018,https://doi.org/10.1016/j.jet.2018.01.011,J. Econ. Theory20181,Battal Dogan,probabilistic|new|mechanism|criterion|serial|efficiency|implications|exante
30149,Chris Shannon|Giuseppe Lopomo|Luca Rigotti,J. Econ. Theory20221,,https://doi.org/10.1016/j.jet.2022.105465,J. Econ. Theory,journals/jet/LopomoRS22a,1,105465,"Detectability, duality, and surplus extraction.",204,2022,https://doi.org/10.1016/j.jet.2022.105465,J. Econ. Theory20221,Chris Shannon,detectability|surplus|extraction|duality
30150,Carl Veller|Laura K. Hayward,J. Econ. Theory20161,,https://doi.org/10.1016/j.jet.2015.12.005,J. Econ. Theory,journals/jet/VellerH16,1,93-113,Finite-population evolution with rare mutations in asymmetric games.,162,2016,https://doi.org/10.1016/j.jet.2015.12.005,J. Econ. Theory20161,Carl Veller,finitepopulation|games|mutations|rare|evolution|asymmetric
30151,Yu Awaya,J. Econ. Theory20141,,https://doi.org/10.1016/j.jet.2014.09.007,J. Econ. Theory,journals/jet/Awaya14,1,173-186,Community enforcement with observation costs.,154,2014,https://doi.org/10.1016/j.jet.2014.09.007,J. Econ. Theory20141,Yu Awaya,community|observation|costs|enforcement
30152,Patrick W. Schmitz|Susanne Goldlücke,J. Econ. Theory20141,,https://doi.org/10.1016/j.jet.2013.12.001|https://www.wikidata.org/entity/Q60608970,J. Econ. Theory,journals/jet/GoldluckeS14,1,683-708,Investments as signals of outside options.,150,2014,https://doi.org/10.1016/j.jet.2013.12.001|https://www.wikidata.org/entity/Q60608970,J. Econ. Theory20141,Patrick W. Schmitz,outside|signals|options|investments
30153,Rodrigo A. Velez,J. Econ. Theory20111,,https://doi.org/10.1016/j.jet.2010.10.005,J. Econ. Theory,journals/jet/Velez11,1,326-345,Are incentives against economic justice?,146,2011,https://doi.org/10.1016/j.jet.2010.10.005,J. Econ. Theory20111,Rodrigo A. Velez,justice|incentives|economic
30154,Aloisio Araujo|Felix Kubler|Susan Schommer,J. Econ. Theory20122,,https://doi.org/10.1016/j.jet.2010.09.004,J. Econ. Theory,journals/jet/AraujoKS12,2,450-476,Regulating collateral-requirements when markets are incomplete.,147,2012,https://doi.org/10.1016/j.jet.2010.09.004,J. Econ. Theory20122,Aloisio Araujo,regulating|markets|collateralrequirements|incomplete
30156,Emeline Bezin,J. Econ. Theory20191,,https://doi.org/10.1016/j.jet.2019.03.005,J. Econ. Theory,journals/jet/Bezin19,1,497-546,"The economics of green consumption, cultural transmission and sustainable technological change.",181,2019,https://doi.org/10.1016/j.jet.2019.03.005,J. Econ. Theory20191,Emeline Bezin,cultural|change|consumption|economics|technological|transmission|sustainable|green
